Customer_ID,Date,Age,Gender,Location,Device_Type,Traffic_Source,Campaign,Product_Category,Product_Name,Page_Viewed,Time_Spent_Min,Cart_Status,Purchase_Status,Quantity,Product_Price,Discount,Revenue,Ad_Spend,Payment_Method,Customer_Rating
CUST0054,24-03-2026,45,Female,Visakhapatnam,Mobile,YouTube,New Customer,Books,Data Science Book,Cart Page,3.5,Added,Not Purchased,0,1499,0,0,119.78,Not Applicable,
CUST0055,11-03-2026,31,Male,Chennai,Mobile,Email,Summer Sale,Grocery,Organic Rice,Product Page,8.4,Not Added,Not Purchased,0,1299,0,0,11.81,Not Applicable,
CUST0056,08-06-2026,27,Other,Warangal,Mobile,YouTube,Festive Sale,Electronics,Laptop Bag,Cart Page,16.9,Added,Purchased,2,2999,50,5948,72.59,Net Banking,5
CUST0057,06-08-2026,32,Male,Warangal,Tablet,WhatsApp,Summer Sale,Fashion,Kurti,Product Page,4.3,Added,Not Purchased,0,7999,0,0,13.18,Not Applicable,
CUST0058,02-01-2026,31,Other,Karimnagar,Mobile,Facebook,Summer Sale,Books,Python Book,Cart Page,16,Added,Not Purchased,0,4999,0,0,88.2,Not Applicable,
CUST0059,15-05-2026,53,Female,Delhi,Mobile,Direct,Diwali Sale,Electronics,Wireless Earbuds,Product Page,6.7,Not Added,Not Purchased,0,999,0,0,3.53,Not Applicable,
CUST0060,04-04-2026,46,Male,Mumbai,Desktop,Instagram,No Campaign,Books,Data Science Book,Checkout Page,16.1,Added,Not Purchased,0,699,0,0,99.07,Not Applicable,
CUST0061,27-01-2026,20,Other,Visakhapatnam,Mobile,Direct,New Customer,Home & Kitchen,Water Bottle,Home Page,18.3,Not Added,Not Purchased,0,1499,0,0,9.91,Not Applicable,
CUST0062,06-05-2026,46,Female,Karimnagar,Mobile,Facebook,New Customer,Home & Kitchen,Water Bottle,Home Page,15.9,Not Added,Not Purchased,0,299,0,0,71.55,Not Applicable,
CUST0063,09-08-2026,43,Other,Hyderabad,Mobile,WhatsApp,Weekend Offer,Grocery,Green Tea,Cart Page,3.9,Added,Not Purchased,0,699,0,0,19.91,Not Applicable,
CUST0064,21-06-2026,29,Female,Delhi,Mobile,Facebook,Diwali Sale,Home & Kitchen,Cookware Set,Product Page,4,Not Added,Not Purchased,0,2499,0,0,55.64,Not Applicable,
CUST0065,09-07-2026,31,Female,Karimnagar,Desktop,YouTube,Festive Sale,Electronics,Laptop Bag,Category Page,8.5,Not Added,Not Purchased,0,4999,0,0,58.54,Not Applicable,
CUST0066,23-01-2026,30,Female,Bengaluru,Mobile,WhatsApp,No Campaign,Beauty,Face Wash,Category Page,8.1,Not Added,Not Purchased,0,1299,0,0,24.44,Not Applicable,
CUST0067,17-03-2026,48,Female,Warangal,Mobile,YouTube,Summer Sale,Fashion,Jeans,Checkout Page,15.5,Added,Purchased,1,299,100,199,31.89,Wallet,3
CUST0068,10-04-2026,44,Other,Visakhapatnam,Desktop,Email,Flash Sale,Books,Data Science Book,Cart Page,6,Not Added,Not Purchased,0,2499,0,0,7.05,Not Applicable,
CUST0069,11-02-2026,43,Other,Bengaluru,Desktop,WhatsApp,Summer Sale,Books,Python Book,Cart Page,13,Not Added,Not Purchased,0,1499,0,0,24.67,Not Applicable,
CUST0070,11-03-2026,40,Other,Warangal,Mobile,YouTube,Flash Sale,Electronics,Power Bank,Home Page,2.6,Not Added,Not Purchased,0,499,0,0,142.97,Not Applicable,
CUST0071,16-06-2026,48,Female,Chennai,Mobile,WhatsApp,Diwali Sale,Electronics,Laptop Bag,Cart Page,8.9,Not Added,Not Purchased,0,699,0,0,34.54,Not Applicable,
CUST0072,28-07-2026,42,Male,Chennai,Desktop,WhatsApp,Summer Sale,Electronics,Wireless Earbuds,Category Page,5.1,Added,Not Purchased,0,2499,0,0,11.21,Not Applicable,
CUST0073,10-01-2026,52,Male,Delhi,Mobile,Email,Flash Sale,Electronics,Power Bank,Cart Page,2.3,Not Added,Not Purchased,0,2999,0,0,19.56,Not Applicable,
CUST0074,11-01-2026,41,Other,Nizamabad,Desktop,YouTube,Festive Sale,Electronics,Laptop Bag,Home Page,6.7,Not Added,Not Purchased,0,1499,0,0,129.41,Not Applicable,
CUST0075,21-08-2026,26,Female,Karimnagar,Mobile,WhatsApp,Diwali Sale,Home & Kitchen,Cookware Set,Category Page,18.3,Added,Not Purchased,0,299,0,0,17.77,Not Applicable,
CUST0076,30-06-2026,53,Female,Visakhapatnam,Desktop,Facebook,Summer Sale,Electronics,Laptop Bag,Product Page,11.5,Not Added,Not Purchased,0,7999,0,0,20.15,Not Applicable,
CUST0077,22-02-2026,47,Female,Vijayawada,Mobile,Email,No Campaign,Electronics,Wireless Earbuds,Cart Page,13.2,Added,Not Purchased,0,1999,0,0,20.19,Not Applicable,
CUST0078,12-07-2026,31,Male,Visakhapatnam,Desktop,Google,Flash Sale,Sports,Yoga Mat,Product Page,11.7,Not Added,Not Purchased,0,499,0,0,61.84,Not Applicable,
CUST0079,21-06-2026,35,Female,Visakhapatnam,Desktop,Instagram,Festive Sale,Beauty,Face Wash,Category Page,16.8,Added,Purchased,2,1299,150,2448,58.3,Credit Card,4
CUST0080,22-07-2026,42,Other,Hyderabad,Mobile,Google,Summer Sale,Sports,Gym Gloves,Product Page,18.2,Not Added,Not Purchased,0,999,0,0,71.32,Not Applicable,
CUST0081,17-05-2026,55,Female,Mumbai,Mobile,Instagram,New Customer,Grocery,Coffee,Checkout Page,2,Added,Not Purchased,0,4999,0,0,41.1,Not Applicable,
CUST0082,04-08-2026,49,Female,Delhi,Desktop,Email,Weekend Offer,Sports,Cricket Bat,Checkout Page,10.8,Added,Purchased,3,7999,200,23797,36.83,Net Banking,3
CUST0083,24-05-2026,33,Male,Bengaluru,Desktop,Google,Festive Sale,Electronics,Laptop Bag,Category Page,1.2,Added,Not Purchased,0,499,0,0,102.13,Not Applicable,
CUST0084,19-07-2026,44,Male,Vijayawada,Mobile,Instagram,Flash Sale,Books,Business Book,Cart Page,11,Not Added,Not Purchased,0,1299,0,0,57.49,Not Applicable,
CUST0085,15-08-2026,53,Female,Karimnagar,Mobile,Direct,New Customer,Fashion,Jeans,Checkout Page,6.1,Added,Purchased,3,299,150,747,1.03,Wallet,3.5
CUST0086,19-03-2026,46,Other,Mumbai,Mobile,YouTube,No Campaign,Grocery,Coffee,Product Page,14.2,Not Added,Not Purchased,0,699,0,0,64.38,Not Applicable,
CUST0087,06-03-2026,46,Male,Visakhapatnam,Mobile,Direct,New Customer,Fashion,Kurti,Cart Page,2.4,Not Added,Not Purchased,0,1999,0,0,9.22,Not Applicable,
CUST0088,21-03-2026,49,Male,Vijayawada,Desktop,YouTube,Summer Sale,Home & Kitchen,Water Bottle,Product Page,6.4,Added,Purchased,2,1299,500,2098,92.72,Cash on Delivery,3
CUST0089,30-03-2026,33,Female,Nizamabad,Mobile,Instagram,Summer Sale,Home & Kitchen,Storage Box,Cart Page,12.9,Added,Purchased,3,1499,50,4447,41.45,Debit Card,3.5
CUST0090,19-01-2026,43,Female,Karimnagar,Mobile,Direct,No Campaign,Electronics,Wireless Earbuds,Category Page,15.1,Not Added,Not Purchased,0,7999,0,0,6.2,Not Applicable,
CUST0091,09-07-2026,46,Other,Chennai,Mobile,Google,Weekend Offer,Beauty,Moisturizer,Category Page,17.9,Added,Not Purchased,0,1999,0,0,116.8,Not Applicable,
CUST0092,17-05-2026,21,Other,Warangal,Mobile,YouTube,Weekend Offer,Home & Kitchen,Bedsheet,Cart Page,3.3,Added,Purchased,1,2499,150,2349,144.94,Credit Card,4
CUST0093,24-06-2026,22,Male,Bengaluru,Mobile,Instagram,Diwali Sale,Electronics,Power Bank,Category Page,11.9,Added,Purchased,1,2999,300,2699,94.51,Wallet,5
CUST0094,12-03-2026,51,Male,Nizamabad,Tablet,Facebook,Festive Sale,Books,Exam Guide,Product Page,18.9,Not Added,Not Purchased,0,1999,0,0,90.06,Not Applicable,
CUST0095,09-03-2026,18,Male,Visakhapatnam,Desktop,Google,Weekend Offer,Fashion,Jacket,Product Page,12.6,Added,Purchased,2,7999,150,15848,116.89,Debit Card,4.5
CUST0096,03-08-2026,50,Other,Chennai,Mobile,Instagram,New Customer,Home & Kitchen,Mixer Grinder,Product Page,17.9,Not Added,Not Purchased,0,1999,0,0,86.21,Not Applicable,
CUST0097,26-07-2026,35,Female,Delhi,Mobile,Direct,Festive Sale,Beauty,Moisturizer,Product Page,5.1,Added,Purchased,2,2999,200,5798,9.06,UPI,4.5
CUST0098,14-03-2026,22,Other,Chennai,Mobile,YouTube,Weekend Offer,Grocery,Green Tea,Product Page,4.3,Added,Purchased,1,2999,250,2749,118.67,Cash on Delivery,4.5
CUST0099,04-04-2026,44,Other,Vijayawada,Desktop,Direct,Diwali Sale,Sports,Football,Category Page,7,Added,Not Purchased,0,7999,0,0,3.56,Not Applicable,
CUST0100,11-03-2026,42,Other,Mumbai,Mobile,Direct,Flash Sale,Books,Exam Guide,Category Page,7.4,Not Added,Not Purchased,0,999,0,0,2.69,Not Applicable,
CUST0101,31-07-2026,33,Male,Chennai,Mobile,Facebook,Festive Sale,Electronics,Smart Watch,Home Page,13.2,Added,Not Purchased,0,2499,0,0,37.77,Not Applicable,
CUST0102,18-05-2026,22,Other,Karimnagar,Mobile,Direct,Festive Sale,Books,Python Book,Product Page,18.2,Not Added,Not Purchased,0,4999,0,0,9.29,Not Applicable,
CUST0103,13-07-2026,43,Female,Bengaluru,Mobile,Instagram,Flash Sale,Books,Data Science Book,Product Page,4.3,Not Added,Not Purchased,0,499,0,0,98.42,Not Applicable,
CUST0104,01-03-2026,39,Other,Nizamabad,Mobile,WhatsApp,Diwali Sale,Electronics,Bluetooth Speaker,Product Page,6.8,Added,Not Purchased,0,2999,0,0,27.57,Not Applicable,
CUST0105,14-03-2026,54,Female,Vijayawada,Desktop,WhatsApp,Festive Sale,Fashion,Jeans,Checkout Page,8.5,Added,Not Purchased,0,1499,0,0,30.94,Not Applicable,
CUST0106,11-01-2026,35,Other,Chennai,Desktop,Instagram,Festive Sale,Beauty,Lipstick,Home Page,12.5,Not Added,Not Purchased,0,1499,0,0,52.59,Not Applicable,
CUST0107,13-02-2026,21,Other,Mumbai,Mobile,Direct,Weekend Offer,Grocery,Coffee,Home Page,6.6,Added,Purchased,2,7999,0,15998,1.09,Debit Card,4
CUST0108,01-04-2026,20,Other,Karimnagar,Mobile,Google,New Customer,Electronics,Power Bank,Category Page,14.3,Added,Purchased,1,4999,50,4949,47.86,Debit Card,3
CUST0109,02-01-2026,41,Male,Vijayawada,Mobile,WhatsApp,Summer Sale,Fashion,Jacket,Category Page,17.4,Added,Not Purchased,0,2999,0,0,15.62,Not Applicable,
CUST0110,04-07-2026,25,Male,Visakhapatnam,Desktop,Facebook,Festive Sale,Books,Data Science Book,Checkout Page,9.5,Added,Not Purchased,0,499,0,0,54.49,Not Applicable,
CUST0111,24-02-2026,23,Other,Karimnagar,Mobile,Email,Diwali Sale,Electronics,Wireless Earbuds,Cart Page,18,Not Added,Not Purchased,0,7999,0,0,18.08,Not Applicable,
CUST0112,14-06-2026,33,Male,Visakhapatnam,Desktop,Instagram,Flash Sale,Fashion,Sneakers,Product Page,4.3,Added,Not Purchased,0,1299,0,0,50.72,Not Applicable,
CUST0113,07-01-2026,18,Male,Karimnagar,Desktop,YouTube,Weekend Offer,Electronics,Smart Watch,Category Page,14.7,Added,Not Purchased,0,299,0,0,65.6,Not Applicable,
CUST0114,11-02-2026,32,Other,Karimnagar,Desktop,Email,No Campaign,Home & Kitchen,Mixer Grinder,Product Page,6.9,Added,Not Purchased,0,1999,0,0,28.51,Not Applicable,
CUST0115,19-08-2026,43,Male,Chennai,Tablet,WhatsApp,Diwali Sale,Home & Kitchen,Water Bottle,Cart Page,9.6,Not Added,Not Purchased,0,1999,0,0,14.5,Not Applicable,
CUST0116,02-05-2026,44,Female,Chennai,Mobile,Facebook,Flash Sale,Books,Python Book,Product Page,15.2,Not Added,Not Purchased,0,4999,0,0,59.51,Not Applicable,
CUST0117,19-08-2026,49,Other,Delhi,Desktop,Instagram,Festive Sale,Grocery,Dry Fruits,Category Page,11.5,Not Added,Not Purchased,0,499,0,0,95.86,Not Applicable,
CUST0118,13-02-2026,19,Female,Bengaluru,Desktop,Instagram,Weekend Offer,Home & Kitchen,Mixer Grinder,Checkout Page,5.7,Added,Purchased,2,299,0,598,72.53,Cash on Delivery,3
CUST0119,22-08-2026,45,Male,Delhi,Mobile,Facebook,Flash Sale,Electronics,Power Bank,Home Page,5.9,Not Added,Not Purchased,0,7999,0,0,88.07,Not Applicable,
CUST0120,11-02-2026,46,Female,Warangal,Desktop,Direct,Flash Sale,Grocery,Snacks Pack,Category Page,18.6,Added,Purchased,2,2999,500,5498,9.8,Credit Card,4.5
CUST0121,02-07-2026,51,Female,Karimnagar,Mobile,Direct,Flash Sale,Sports,Gym Gloves,Home Page,12.2,Added,Not Purchased,0,699,0,0,1.15,Not Applicable,
CUST0122,06-01-2026,48,Male,Vijayawada,Tablet,Email,New Customer,Grocery,Dry Fruits,Category Page,12.4,Added,Not Purchased,0,2999,0,0,36.89,Not Applicable,
CUST0123,15-05-2026,34,Other,Nizamabad,Desktop,Google,Weekend Offer,Books,Novel,Product Page,7.8,Added,Not Purchased,0,2499,0,0,51.71,Not Applicable,
CUST0124,28-05-2026,50,Female,Nizamabad,Desktop,WhatsApp,New Customer,Books,Data Science Book,Checkout Page,9.9,Added,Not Purchased,0,1299,0,0,12.2,Not Applicable,
CUST0125,02-07-2026,54,Male,Delhi,Mobile,Facebook,Diwali Sale,Fashion,Sneakers,Category Page,2.6,Added,Not Purchased,0,2499,0,0,25.64,Not Applicable,
CUST0126,10-08-2026,28,Other,Warangal,Mobile,Instagram,Festive Sale,Fashion,Jeans,Cart Page,19,Added,Purchased,1,999,250,749,68.06,Cash on Delivery,3
CUST0127,05-08-2026,53,Female,Bengaluru,Mobile,Facebook,Weekend Offer,Fashion,Jacket,Category Page,1.4,Added,Purchased,3,299,50,847,39.86,Credit Card,4
CUST0128,15-03-2026,45,Female,Hyderabad,Mobile,YouTube,Weekend Offer,Home & Kitchen,Storage Box,Cart Page,11.2,Added,Not Purchased,0,2999,0,0,111,Not Applicable,
CUST0129,09-07-2026,39,Other,Chennai,Desktop,Direct,Diwali Sale,Electronics,Bluetooth Speaker,Home Page,10,Added,Not Purchased,0,4999,0,0,4.92,Not Applicable,
CUST0130,12-04-2026,46,Male,Hyderabad,Desktop,Direct,Summer Sale,Grocery,Coffee,Product Page,3.5,Added,Not Purchased,0,1499,0,0,8.85,Not Applicable,
CUST0131,08-07-2026,29,Male,Warangal,Mobile,YouTube,Flash Sale,Sports,Yoga Mat,Category Page,19.4,Added,Purchased,2,499,500,498,132.19,Wallet,4.5
CUST0132,07-06-2026,44,Other,Visakhapatnam,Mobile,Direct,No Campaign,Electronics,Power Bank,Checkout Page,13.8,Added,Not Purchased,0,4999,0,0,2.31,Not Applicable,
CUST0133,08-04-2026,31,Male,Nizamabad,Mobile,Email,No Campaign,Electronics,Power Bank,Cart Page,19.9,Added,Not Purchased,0,299,0,0,37.7,Not Applicable,
CUST0134,30-05-2026,49,Male,Mumbai,Tablet,WhatsApp,Diwali Sale,Electronics,Bluetooth Speaker,Category Page,14.4,Added,Not Purchased,0,499,0,0,7.03,Not Applicable,
CUST0135,29-07-2026,38,Other,Chennai,Mobile,Email,Diwali Sale,Grocery,Organic Rice,Checkout Page,4.9,Added,Not Purchased,0,299,0,0,25.59,Not Applicable,
CUST0136,01-02-2026,23,Male,Mumbai,Mobile,WhatsApp,Flash Sale,Books,Data Science Book,Category Page,12.8,Not Added,Not Purchased,0,1499,0,0,8.03,Not Applicable,
CUST0137,08-01-2026,22,Female,Bengaluru,Desktop,Email,Flash Sale,Electronics,Bluetooth Speaker,Product Page,12.9,Added,Not Purchased,0,2499,0,0,30,Not Applicable,
CUST0138,01-05-2026,31,Male,Warangal,Mobile,WhatsApp,Festive Sale,Grocery,Snacks Pack,Category Page,15.3,Added,Purchased,3,299,500,397,10.83,Wallet,3.5
CUST0139,14-06-2026,31,Other,Nizamabad,Mobile,Direct,Summer Sale,Home & Kitchen,Storage Box,Product Page,10.5,Added,Purchased,3,7999,300,23697,8.2,Debit Card,5
CUST0140,30-07-2026,38,Male,Chennai,Desktop,Facebook,Diwali Sale,Beauty,Face Wash,Checkout Page,10.7,Added,Purchased,3,1299,300,3597,90.33,Wallet,4
CUST0141,14-07-2026,28,Female,Hyderabad,Desktop,WhatsApp,New Customer,Home & Kitchen,Cookware Set,Product Page,5.5,Added,Purchased,2,1499,200,2798,10.61,Cash on Delivery,4.5
CUST0142,08-05-2026,35,Female,Vijayawada,Tablet,WhatsApp,Weekend Offer,Electronics,Wireless Earbuds,Cart Page,16.1,Added,Purchased,3,299,250,647,13.64,Wallet,3.5
CUST0143,06-02-2026,55,Male,Warangal,Desktop,Google,Summer Sale,Books,Exam Guide,Home Page,5.8,Not Added,Not Purchased,0,1499,0,0,88.33,Not Applicable,
CUST0144,21-03-2026,27,Male,Nizamabad,Desktop,WhatsApp,Weekend Offer,Home & Kitchen,Cookware Set,Cart Page,3.1,Not Added,Not Purchased,0,2999,0,0,15.21,Not Applicable,
CUST0145,22-04-2026,18,Female,Hyderabad,Mobile,Facebook,Flash Sale,Fashion,Kurti,Product Page,14.2,Not Added,Not Purchased,0,2999,0,0,80.37,Not Applicable,
CUST0146,17-03-2026,22,Female,Chennai,Mobile,Email,Summer Sale,Fashion,T-Shirt,Cart Page,2.7,Added,Not Purchased,0,1299,0,0,13.66,Not Applicable,
