Customer_ID,Date,Age,Gender,Location,Device_Type,Traffic_Source,Campaign,Product_Category,Time_Spent_Min,Added_To_Cart,Purchased,Quantity,Revenue,Ad_Spend,Payment_Method
CUST0222,23-01-2026,19,Female,Delhi,Mobile,Instagram,No Campaign,Books,6.4,0,0,0,0,76.36,Not Applicable
CUST0066,23-01-2026,30,Female,Bengaluru,Mobile,WhatsApp,No Campaign,Beauty,8.1,0,0,0,0,24.44,Not Applicable
CUST0422,24-01-2026,52,Other,Delhi,Tablet,Google,New Customer,Electronics,19,1,0,0,0,36.43,Not Applicable
CUST0457,24-01-2026,51,Other,Karimnagar,Desktop,WhatsApp,Diwali Sale,Sports,4.2,1,1,1,1949,27.67,Cash on Delivery
CUST0498,24-01-2026,25,Male,Hyderabad,Desktop,WhatsApp,No Campaign,Books,19.1,1,0,0,0,20.64,Not Applicable
CUST0217,25-01-2026,19,Male,Nizamabad,Mobile,Email,No Campaign,Beauty,7.4,1,1,3,7197,16.15,Debit Card
CUST0484,25-01-2026,44,Female,Mumbai,Desktop,Google,New Customer,Home & Kitchen,4.5,1,0,0,0,33.03,Not Applicable
CUST0346,26-01-2026,53,Male,Visakhapatnam,Mobile,YouTube,Summer Sale,Home & Kitchen,4.7,1,1,1,399,119.17,UPI
CUST0157,27-01-2026,41,Male,Hyderabad,Desktop,WhatsApp,Summer Sale,Electronics,17.1,1,1,3,2797,31.64,Wallet
CUST0002,27-01-2026,24,Other,Delhi,Tablet,Direct,No Campaign,Sports,7.8,0,0,0,0,0,Not Applicable
CUST0061,27-01-2026,20,Other,Visakhapatnam,Mobile,Direct,New Customer,Home & Kitchen,18.3,0,0,0,0,0,Not Applicable
CUST0237,27-01-2026,20,Other,Delhi,Tablet,Email,Festive Sale,Sports,8.5,1,0,0,0,18.02,Not Applicable
CUST0260,28-01-2026,49,Male,Warangal,Mobile,Facebook,Diwali Sale,Grocery,3.6,1,0,0,0,67.51,Not Applicable
CUST0236,29-01-2026,38,Male,Chennai,Mobile,Facebook,Weekend Offer,Grocery,10.6,0,0,0,0,22.8,Not Applicable
CUST0380,30-01-2026,21,Female,Delhi,Mobile,Email,Festive Sale,Beauty,19,1,1,2,5898,30,Cash on Delivery
CUST0241,30-01-2026,41,Female,Visakhapatnam,Mobile,Google,Flash Sale,Electronics,2.3,0,0,0,0,122.83,Not Applicable
CUST0186,30-01-2026,48,Male,Vijayawada,Desktop,Email,Festive Sale,Fashion,2.6,1,1,1,1499,21.94,Debit Card
CUST0335,01-02-2026,34,Male,Delhi,Mobile,Facebook,Festive Sale,Books,16.1,1,1,2,748,46.03,Net Banking
CUST0136,01-02-2026,23,Male,Mumbai,Mobile,WhatsApp,Flash Sale,Books,12.8,0,0,0,0,8.03,Not Applicable
CUST0472,01-02-2026,37,Other,Visakhapatnam,Mobile,Instagram,Diwali Sale,Grocery,11.1,1,0,0,0,72.6,Not Applicable
CUST0226,01-02-2026,45,Other,Hyderabad,Mobile,Instagram,Summer Sale,Grocery,7.2,1,0,0,0,56.51,Not Applicable
CUST0306,02-02-2026,30,Other,Vijayawada,Desktop,Direct,Weekend Offer,Fashion,14.4,1,0,0,0,0,Not Applicable
CUST0023,03-02-2026,36,Male,Visakhapatnam,Tablet,YouTube,Festive Sale,Books,12,1,0,0,0,115.2,Not Applicable
CUST0194,04-02-2026,55,Female,Chennai,Desktop,Google,Summer Sale,Sports,18.9,1,0,0,0,105.26,Not Applicable
CUST0210,04-02-2026,42,Male,Mumbai,Tablet,Email,Festive Sale,Beauty,15.4,0,0,0,0,27.33,Not Applicable
CUST0048,04-02-2026,36,Other,Mumbai,Desktop,YouTube,New Customer,Grocery,10.3,1,1,2,5698,114.98,Wallet
CUST0495,06-02-2026,19,Other,Nizamabad,Mobile,WhatsApp,Flash Sale,Home & Kitchen,16.4,0,0,0,0,9.83,Not Applicable
CUST0143,06-02-2026,55,Male,Warangal,Desktop,Google,Summer Sale,Books,5.8,0,0,0,0,88.33,Not Applicable
CUST0272,06-02-2026,53,Female,Karimnagar,Desktop,Direct,Summer Sale,Electronics,15.8,1,0,0,0,0,Not Applicable
CUST0235,07-02-2026,54,Female,Nizamabad,Tablet,Facebook,Festive Sale,Grocery,5.8,1,0,0,0,61.4,Not Applicable
CUST0037,07-02-2026,38,Female,Mumbai,Tablet,Google,Summer Sale,Books,18.3,0,0,0,0,72.58,Not Applicable
CUST0163,07-02-2026,32,Other,Warangal,Desktop,Direct,Festive Sale,Home & Kitchen,17,1,1,3,5897,0,Credit Card
CUST0224,08-02-2026,47,Other,Nizamabad,Mobile,Instagram,Festive Sale,Grocery,3.5,1,0,0,0,60.09,Not Applicable
CUST0451,08-02-2026,39,Other,Vijayawada,Mobile,Direct,Festive Sale,Sports,16.1,1,0,0,0,0,Not Applicable
CUST0315,10-02-2026,25,Other,Chennai,Mobile,Facebook,Festive Sale,Books,3.3,1,1,2,2548,76.36,UPI
CUST0434,10-02-2026,26,Female,Karimnagar,Mobile,Instagram,Diwali Sale,Grocery,6.1,1,1,1,99,89.74,Cash on Delivery
CUST0114,11-02-2026,32,Other,Karimnagar,Desktop,Email,No Campaign,Home & Kitchen,6.9,1,0,0,0,28.51,Not Applicable
CUST0120,11-02-2026,46,Female,Warangal,Desktop,Direct,Flash Sale,Grocery,18.6,1,1,2,5498,0,Credit Card
CUST0387,11-02-2026,44,Male,Bengaluru,Mobile,YouTube,Flash Sale,Home & Kitchen,17,0,0,0,0,62.87,Not Applicable
CUST0069,11-02-2026,43,Other,Bengaluru,Desktop,WhatsApp,Summer Sale,Books,13,0,0,0,0,24.67,Not Applicable
CUST0028,13-02-2026,34,Male,Delhi,Mobile,Google,Weekend Offer,Grocery,19.8,1,1,1,999,101.53,Cash on Delivery
CUST0118,13-02-2026,19,Female,Bengaluru,Desktop,Instagram,Weekend Offer,Home & Kitchen,5.7,1,1,2,598,72.53,Cash on Delivery
CUST0107,13-02-2026,21,Other,Mumbai,Mobile,Direct,Weekend Offer,Grocery,6.6,1,1,2,15998,0,Debit Card
CUST0249,13-02-2026,22,Female,Hyderabad,Mobile,Instagram,No Campaign,Home & Kitchen,17.9,1,0,0,0,77.65,Not Applicable
CUST0162,14-02-2026,49,Female,Karimnagar,Mobile,Instagram,New Customer,Beauty,2.6,0,0,0,0,21.33,Not Applicable
CUST0492,14-02-2026,49,Female,Bengaluru,Desktop,Facebook,Summer Sale,Beauty,8.8,0,0,0,0,51.92,Not Applicable
CUST0245,15-02-2026,46,Female,Nizamabad,Desktop,Facebook,No Campaign,Sports,1.1,0,0,0,0,68.64,Not Applicable
CUST0354,15-02-2026,50,Female,Vijayawada,Desktop,Google,Diwali Sale,Beauty,2.2,1,0,0,0,120.45,Not Applicable
CUST0213,16-02-2026,34,Female,Delhi,Desktop,Google,Summer Sale,Home & Kitchen,8.2,1,0,0,0,43.55,Not Applicable
CUST0358,16-02-2026,33,Male,Bengaluru,Desktop,Google,No Campaign,Grocery,14,0,0,0,0,120.79,Not Applicable
CUST0303,17-02-2026,49,Other,Nizamabad,Mobile,Email,Flash Sale,Fashion,10.1,0,0,0,0,28.6,Not Applicable
CUST0359,17-02-2026,30,Other,Vijayawada,Mobile,Instagram,Summer Sale,Home & Kitchen,7,0,0,0,0,90.39,Not Applicable
CUST0362,17-02-2026,29,Male,Visakhapatnam,Desktop,Google,New Customer,Fashion,14.9,1,0,0,0,28.41,Not Applicable
CUST0477,18-02-2026,23,Male,Bengaluru,Desktop,YouTube,New Customer,Grocery,18.8,1,0,0,0,116.81,Not Applicable
CUST0428,20-02-2026,38,Other,Warangal,Desktop,Facebook,No Campaign,Grocery,18.2,1,0,0,0,90.9,Not Applicable
CUST0156,21-02-2026,46,Other,Warangal,Desktop,Instagram,Diwali Sale,Home & Kitchen,4.4,1,0,0,0,33.03,Not Applicable
CUST0254,21-02-2026,35,Other,Vijayawada,Desktop,Google,Diwali Sale,Sports,18.9,0,0,0,0,92.84,Not Applicable
CUST0278,22-02-2026,38,Male,Visakhapatnam,Desktop,Google,Diwali Sale,Fashion,10.6,0,0,0,0,100.9,Not Applicable
CUST0077,22-02-2026,47,Female,Vijayawada,Mobile,Email,No Campaign,Electronics,13.2,1,0,0,0,20.19,Not Applicable
CUST0030,23-02-2026,54,Other,Warangal,Desktop,WhatsApp,Festive Sale,Books,5.9,1,1,1,2699,14.43,Debit Card
CUST0294,23-02-2026,34,Female,Karimnagar,Mobile,Direct,No Campaign,Home & Kitchen,18.6,0,0,0,0,0,Not Applicable
CUST0417,23-02-2026,41,Other,Mumbai,Mobile,Google,Flash Sale,Beauty,14.2,1,1,3,797,105.97,Credit Card
CUST0053,24-02-2026,33,Male,Mumbai,Mobile,Email,Diwali Sale,Electronics,15.4,1,0,0,0,10.12,Not Applicable
CUST0111,24-02-2026,23,Other,Karimnagar,Mobile,Email,Diwali Sale,Electronics,18,0,0,0,0,18.08,Not Applicable
CUST0412,24-02-2026,38,Female,Bengaluru,Mobile,Facebook,Summer Sale,Home & Kitchen,9,1,0,0,0,36.84,Not Applicable
CUST0044,24-02-2026,41,Other,Bengaluru,Mobile,WhatsApp,New Customer,Fashion,7,1,1,1,7999,10,UPI
CUST0198,26-02-2026,43,Male,Mumbai,Desktop,Direct,Weekend Offer,Grocery,18.7,1,1,1,1799,0,Credit Card
CUST0392,26-02-2026,32,Other,Warangal,Mobile,WhatsApp,Summer Sale,Fashion,7.6,0,0,0,0,14.83,Not Applicable
CUST0316,26-02-2026,25,Female,Vijayawada,Mobile,Instagram,Festive Sale,Electronics,9.7,0,0,0,0,60.57,Not Applicable
CUST0459,27-02-2026,27,Other,Chennai,Mobile,Google,Diwali Sale,Books,4.9,0,0,0,0,88.54,Not Applicable
CUST0414,27-02-2026,51,Male,Vijayawada,Mobile,Instagram,Weekend Offer,Sports,8,1,0,0,0,85.21,Not Applicable
CUST0104,01-03-2026,39,Other,Nizamabad,Mobile,WhatsApp,Diwali Sale,Electronics,6.8,1,0,0,0,27.57,Not Applicable
CUST0262,01-03-2026,29,Other,Karimnagar,Tablet,Instagram,Summer Sale,Books,3.8,0,0,0,0,53.12,Not Applicable
CUST0036,02-03-2026,37,Other,Vijayawada,Mobile,YouTube,Flash Sale,Beauty,4.1,0,0,0,0,35.23,Not Applicable
CUST0430,02-03-2026,24,Other,Nizamabad,Mobile,YouTube,Weekend Offer,Home & Kitchen,4.5,1,1,2,4898,100.66,UPI
CUST0456,02-03-2026,43,Other,Bengaluru,Tablet,WhatsApp,New Customer,Home & Kitchen,6.3,0,0,0,0,15.82,Not Applicable
CUST0209,02-03-2026,23,Male,Visakhapatnam,Mobile,Instagram,Summer Sale,Books,8.2,0,0,0,0,23.25,Not Applicable
CUST0296,03-03-2026,35,Male,Vijayawada,Mobile,Email,Summer Sale,Home & Kitchen,8.9,1,1,2,5898,32.76,UPI
CUST0259,04-03-2026,54,Other,Warangal,Desktop,Google,Diwali Sale,Grocery,10.8,1,0,0,0,36.86,Not Applicable
CUST0087,06-03-2026,46,Male,Visakhapatnam,Mobile,Direct,New Customer,Fashion,2.4,0,0,0,0,0,Not Applicable
CUST0191,06-03-2026,24,Male,Chennai,Desktop,Facebook,Flash Sale,Sports,1.2,1,1,1,999,30.03,Wallet
CUST0201,07-03-2026,32,Male,Visakhapatnam,Desktop,Direct,New Customer,Electronics,18.7,1,1,2,4498,0,Credit Card
CUST0441,08-03-2026,22,Female,Vijayawada,Desktop,Instagram,New Customer,Grocery,11.3,0,0,0,0,90.82,Not Applicable
CUST0266,08-03-2026,47,Female,Visakhapatnam,Desktop,Google,Diwali Sale,Beauty,19.8,0,0,0,0,111.14,Not Applicable
CUST0322,08-03-2026,52,Female,Warangal,Mobile,Facebook,Diwali Sale,Books,19.8,1,1,1,899,66.21,UPI
CUST0393,09-03-2026,52,Male,Bengaluru,Mobile,WhatsApp,Weekend Offer,Books,5.8,1,0,0,0,10.13,Not Applicable
CUST0095,09-03-2026,18,Male,Visakhapatnam,Desktop,Google,Weekend Offer,Fashion,12.6,1,1,2,15848,116.89,Debit Card
CUST0149,10-03-2026,32,Other,Mumbai,Mobile,WhatsApp,No Campaign,Fashion,12.3,1,0,0,0,12.57,Not Applicable
CUST0494,10-03-2026,51,Male,Visakhapatnam,Desktop,Instagram,New Customer,Grocery,17.6,0,0,0,0,89.2,Not Applicable
CUST0319,11-03-2026,29,Other,Warangal,Desktop,YouTube,Diwali Sale,Electronics,2.4,0,0,0,0,70.73,Not Applicable
CUST0100,11-03-2026,42,Other,Mumbai,Mobile,Direct,Flash Sale,Books,7.4,0,0,0,0,0,Not Applicable
CUST0307,11-03-2026,27,Male,Warangal,Mobile,WhatsApp,No Campaign,Books,4.2,1,0,0,0,9.25,Not Applicable
CUST0424,11-03-2026,47,Other,Bengaluru,Desktop,Facebook,New Customer,Home & Kitchen,7,0,0,0,0,71.45,Not Applicable
CUST0070,11-03-2026,40,Other,Warangal,Mobile,YouTube,Flash Sale,Electronics,2.6,0,0,0,0,142.97,Not Applicable
CUST0020,11-03-2026,24,Other,Bengaluru,Mobile,Instagram,Weekend Offer,Electronics,10.2,0,0,0,0,94.54,Not Applicable
CUST0055,11-03-2026,31,Male,Chennai,Mobile,Email,Summer Sale,Grocery,8.4,0,0,0,0,11.81,Not Applicable
CUST0094,12-03-2026,51,Male,Nizamabad,Tablet,Facebook,Festive Sale,Books,18.9,0,0,0,0,90.06,Not Applicable
CUST0208,13-03-2026,27,Other,Delhi,Desktop,Google,Diwali Sale,Beauty,7.5,1,1,1,1999,125.87,Debit Card
CUST0232,13-03-2026,21,Male,Hyderabad,Mobile,Instagram,No Campaign,Sports,4.5,1,0,0,0,39.84,Not Applicable
CUST0391,13-03-2026,45,Female,Mumbai,Desktop,Google,Weekend Offer,Home & Kitchen,4.6,0,0,0,0,121.91,Not Applicable
CUST0105,14-03-2026,54,Female,Vijayawada,Desktop,WhatsApp,Festive Sale,Fashion,8.5,1,0,0,0,30.94,Not Applicable
CUST0098,14-03-2026,22,Other,Chennai,Mobile,YouTube,Weekend Offer,Grocery,4.3,1,1,1,2749,118.67,Cash on Delivery
CUST0446,14-03-2026,21,Female,Vijayawada,Mobile,Facebook,Summer Sale,Grocery,11.6,1,0,0,0,78.82,Not Applicable
CUST0340,14-03-2026,29,Other,Karimnagar,Mobile,Direct,Diwali Sale,Fashion,18.3,1,0,0,0,0,Not Applicable
CUST0229,15-03-2026,25,Male,Karimnagar,Mobile,Google,Weekend Offer,Grocery,3,1,1,1,7699,85.6,UPI
CUST0473,15-03-2026,32,Other,Hyderabad,Desktop,YouTube,Summer Sale,Sports,12,1,0,0,0,107.83,Not Applicable
CUST0128,15-03-2026,45,Female,Hyderabad,Mobile,YouTube,Weekend Offer,Home & Kitchen,11.2,1,0,0,0,111,Not Applicable
CUST0480,15-03-2026,19,Other,Karimnagar,Desktop,Facebook,No Campaign,Home & Kitchen,14.8,1,0,0,0,58.67,Not Applicable
CUST0183,15-03-2026,23,Male,Nizamabad,Mobile,Instagram,Weekend Offer,Sports,7.6,0,0,0,0,53.37,Not Applicable
CUST0395,16-03-2026,28,Female,Mumbai,Desktop,Email,No Campaign,Sports,18.2,0,0,0,0,23.72,Not Applicable
CUST0311,16-03-2026,22,Male,Hyderabad,Mobile,Google,New Customer,Electronics,13.5,1,0,0,0,130.04,Not Applicable
CUST0067,17-03-2026,48,Female,Warangal,Mobile,YouTube,Summer Sale,Fashion,15.5,1,1,1,199,31.89,Wallet
CUST0146,17-03-2026,22,Female,Chennai,Mobile,Email,Summer Sale,Fashion,2.7,1,0,0,0,13.66,Not Applicable
CUST0173,18-03-2026,22,Female,Delhi,Mobile,YouTube,Diwali Sale,Beauty,1.2,0,0,0,0,72.45,Not Applicable
CUST0377,18-03-2026,42,Other,Bengaluru,Desktop,YouTube,No Campaign,Electronics,14,1,0,0,0,125.83,Not Applicable
CUST0474,19-03-2026,38,Male,Vijayawada,Mobile,Instagram,No Campaign,Home & Kitchen,16.8,0,0,0,0,44.06,Not Applicable
CUST0167,19-03-2026,41,Other,Delhi,Mobile,Facebook,Diwali Sale,Grocery,6.9,0,0,0,0,52.26,Not Applicable
CUST0400,19-03-2026,21,Other,Bengaluru,Mobile,YouTube,Weekend Offer,Sports,4.1,0,0,0,0,75.24,Not Applicable
CUST0086,19-03-2026,46,Other,Mumbai,Mobile,YouTube,No Campaign,Grocery,14.2,0,0,0,0,64.38,Not Applicable
CUST0281,20-03-2026,38,Other,Mumbai,Mobile,Direct,Flash Sale,Sports,2.2,0,0,0,0,0,Not Applicable
CUST0250,20-03-2026,22,Male,Hyderabad,Mobile,Google,Weekend Offer,Electronics,5.9,1,1,1,1199,132.87,Net Banking
CUST0478,20-03-2026,54,Female,Warangal,Mobile,WhatsApp,Flash Sale,Books,18.8,1,1,1,1274,9.53,Net Banking
CUST0088,21-03-2026,49,Male,Vijayawada,Desktop,YouTube,Summer Sale,Home & Kitchen,6.4,1,1,2,2098,92.72,Cash on Delivery
CUST0016,21-03-2026,33,Female,Karimnagar,Desktop,Google,Weekend Offer,Grocery,4.1,1,0,0,0,70.42,Not Applicable
CUST0144,21-03-2026,27,Male,Nizamabad,Desktop,WhatsApp,Weekend Offer,Home & Kitchen,3.1,0,0,0,0,15.21,Not Applicable
CUST0052,21-03-2026,21,Male,Chennai,Mobile,Google,Festive Sale,Fashion,8.8,0,0,0,0,123.42,Not Applicable
CUST0453,22-03-2026,20,Female,Nizamabad,Mobile,Instagram,Festive Sale,Electronics,14.8,1,1,2,998,51.39,Debit Card
CUST0214,23-03-2026,23,Male,Hyderabad,Mobile,WhatsApp,Flash Sale,Grocery,14.8,1,0,0,0,17.94,Not Applicable
CUST0200,23-03-2026,28,Other,Karimnagar,Desktop,YouTube,No Campaign,Sports,3,1,0,0,0,89.01,Not Applicable
CUST0187,23-03-2026,19,Other,Karimnagar,Mobile,Email,Festive Sale,Home & Kitchen,17.7,1,0,0,0,15.17,Not Applicable
CUST0165,23-03-2026,48,Male,Delhi,Desktop,Facebook,No Campaign,Sports,16.9,1,1,2,598,102.57,Credit Card
CUST0394,23-03-2026,36,Male,Mumbai,Desktop,WhatsApp,Summer Sale,Fashion,3.3,1,1,1,2299,11.39,Wallet
CUST0054,24-03-2026,45,Female,Visakhapatnam,Mobile,YouTube,New Customer,Books,3.5,1,0,0,0,119.78,Not Applicable
CUST0488,24-03-2026,43,Female,Delhi,Mobile,Facebook,No Campaign,Beauty,1.3,0,0,0,0,37.46,Not Applicable
CUST0324,24-03-2026,18,Male,Mumbai,Desktop,Google,No Campaign,Home & Kitchen,19.6,1,0,0,0,87.26,Not Applicable
CUST0268,25-03-2026,25,Female,Bengaluru,Mobile,Instagram,New Customer,Books,14.7,0,0,0,0,23.07,Not Applicable
CUST0009,25-03-2026,28,Other,Nizamabad,Desktop,YouTube,Diwali Sale,Electronics,6,0,0,0,0,139.48,Not Applicable
CUST0348,25-03-2026,54,Other,Vijayawada,Mobile,Google,New Customer,Grocery,19.3,1,1,1,1299,27.7,UPI
CUST0433,25-03-2026,31,Other,Bengaluru,Desktop,Direct,Festive Sale,Electronics,9,0,0,0,0,0,Not Applicable
CUST0019,26-03-2026,31,Male,Hyderabad,Mobile,Facebook,Weekend Offer,Electronics,18.9,1,0,0,0,20.87,Not Applicable
CUST0413,26-03-2026,18,Other,Nizamabad,Mobile,Direct,Festive Sale,Sports,13.1,0,0,0,0,0,Not Applicable
CUST0212,26-03-2026,29,Female,Karimnagar,Mobile,WhatsApp,New Customer,Beauty,15.9,0,0,0,0,23.92,Not Applicable
CUST0042,26-03-2026,43,Female,Warangal,Mobile,Google,Festive Sale,Beauty,15.3,0,0,0,0,137,Not Applicable
CUST0444,27-03-2026,43,Female,Mumbai,Mobile,WhatsApp,Flash Sale,Fashion,13.3,1,0,0,0,11.22,Not Applicable
CUST0323,28-03-2026,53,Female,Nizamabad,Mobile,YouTube,Weekend Offer,Sports,18.8,1,0,0,0,81.32,Not Applicable
CUST0246,28-03-2026,19,Male,Karimnagar,Mobile,WhatsApp,Weekend Offer,Sports,10.1,1,0,0,0,28.02,Not Applicable
CUST0040,29-03-2026,41,Other,Warangal,Mobile,WhatsApp,No Campaign,Fashion,1.1,1,1,2,1498,25.22,UPI
CUST0038,30-03-2026,49,Other,Nizamabad,Mobile,Facebook,Diwali Sale,Sports,11.3,1,0,0,0,53.19,Not Applicable
CUST0455,30-03-2026,48,Other,Chennai,Mobile,Facebook,Weekend Offer,Home & Kitchen,15.6,1,1,2,9748,29.51,Debit Card
CUST0185,30-03-2026,26,Female,Nizamabad,Tablet,Facebook,Summer Sale,Home & Kitchen,19.7,1,0,0,0,49.49,Not Applicable
CUST0089,30-03-2026,33,Female,Nizamabad,Mobile,Instagram,Summer Sale,Home & Kitchen,12.9,1,1,3,4447,41.45,Debit Card
CUST0017,30-03-2026,48,Other,Hyderabad,Desktop,Google,Weekend Offer,Books,10.7,1,1,2,9748,31.37,Wallet
CUST0166,31-03-2026,37,Female,Warangal,Mobile,Direct,No Campaign,Electronics,6.7,1,1,2,348,0,Net Banking
CUST0435,31-03-2026,45,Male,Hyderabad,Desktop,YouTube,Festive Sale,Sports,12.9,1,1,3,3397,60.71,Cash on Delivery
CUST0220,31-03-2026,49,Other,Delhi,Desktop,Instagram,Festive Sale,Grocery,19,0,0,0,0,92.39,Not Applicable
CUST0372,31-03-2026,23,Other,Nizamabad,Mobile,YouTube,Festive Sale,Electronics,14.1,0,0,0,0,35.44,Not Applicable
CUST0024,01-04-2026,19,Male,Bengaluru,Mobile,Google,Flash Sale,Grocery,12.6,0,0,0,0,108.45,Not Applicable
CUST0108,01-04-2026,20,Other,Karimnagar,Mobile,Google,New Customer,Electronics,14.3,1,1,1,4949,47.86,Debit Card
CUST0006,01-04-2026,50,Male,Vijayawada,Mobile,Direct,Weekend Offer,Books,8.9,1,0,0,0,0,Not Applicable
CUST0317,02-04-2026,23,Other,Chennai,Mobile,WhatsApp,Flash Sale,Electronics,2.7,1,0,0,0,21.37,Not Applicable
CUST0197,02-04-2026,35,Male,Karimnagar,Desktop,Email,No Campaign,Sports,6.2,0,0,0,0,30.62,Not Applicable
CUST0333,02-04-2026,51,Other,Warangal,Mobile,YouTube,Summer Sale,Electronics,12,0,0,0,0,123.19,Not Applicable
CUST0408,04-04-2026,26,Other,Nizamabad,Mobile,Email,New Customer,Sports,19.3,0,0,0,0,14.24,Not Applicable
